filename,file_size,num_sections,num_imported_functions,num_exported_functions,has_signature,avg_section_entropy,label
bunzip2,169296,11,56,1,0,2.7282453373835645,0
osascript,175776,26,138,1,0,2.730138041299951,0
AssetCacheManagerUtil,227712,24,147,1,0,3.2034829325282526,0
gktool,180544,24,139,1,0,2.809382101988541,0
egrep,153824,11,76,1,0,2.7644357185769803,0
csfdiagnose,455392,25,328,1,0,3.2182830290718454,0
hiutil,290736,27,124,1,0,3.2577514339088385,0
nfsd,310304,13,197,1,0,2.634634139038135,0
cap_mkdb,118096,9,20,1,0,2.810111754873752,0
kdestroy,157344,9,52,7,0,3.14039888308537,0
servertool,135664,13,35,1,0,3.0445782033512967,0
demandoc,556240,10,71,151,0,3.2197847866131974,0
gzip,171744,11,102,1,0,3.0444454246039725,0
plockstat,136768,9,49,1,0,2.4930556030098447,0
openssl,1113296,12,1072,155,0,3.5470474052836614,0
unlink,119216,9,45,1,0,3.096261438942542,0
snmpwalk,135568,9,32,1,0,2.580992426028485,0
uulog,206032,11,74,1,0,2.880251836324675,0
uustat,291040,12,106,1,0,2.94020921668462,0
locale,189216,12,70,1,0,3.222764741587975,0
nano,1441424,12,152,1,0,3.4974005773715966,0
vmmap,263776,29,200,1,0,3.1069716718941787,0
zipnote,221840,12,57,1,0,2.836846341275823,0
lprm,101632,6,17,1,0,3.1384865149103174,0
avbdiagnose,238592,22,78,1,0,2.8682805934561437,0
b64encode,136480,11,62,1,0,2.9225120058716243,0
funzip,123216,9,30,23,0,2.744060919698436,0
ssh-keyscan,662256,13,218,1,0,3.0731146503446922,0
smbutil,386496,19,185,88,0,3.0702596916918115,0
usdcat,992096,10,163,3,0,4.114046539911719,0
unzip,436976,11,102,103,0,3.189565343991516,0
mount_fdesc,117888,7,13,1,0,2.8813248027561937,0
open,306720,28,130,1,0,2.7657879213042635,0
dns-sd,207792,11,85,1,0,2.9429483120354685,0
dsexport,136928,20,53,1,0,2.9849163174097586,0
lsbom,136704,8,50,1,0,2.7417268811788285,0
wait4path,101056,7,8,1,0,3.332081110296865,0
newfs_fskit,137696,15,46,1,0,3.1789692145424095,0
script,136128,10,54,1,0,2.9162552048609314,0
clear,100976,7,6,1,0,2.789289155040009,0
tee,101232,8,12,1,0,2.9442998776133447,0
viewdiagnostic,163712,22,138,1,0,3.035690619144933,0
bash,1293888,12,201,1,0,3.030421176971879,0
crlrefresh,137440,13,58,1,0,3.2131227876431576,0
osadecompile,102832,7,39,1,0,3.0458624610797846,0
dmesg,101168,7,10,1,0,3.1476485148092403,0
cancel,118976,6,34,1,0,3.2531170120666357,0
resolveLinks,118848,11,13,1,0,2.2898275838884388,0
ipptool,223920,9,145,1,0,2.971150999363922,0
file,551136,12,135,1,0,3.024395880455897,0
ctf_insert,118848,11,13,1,0,2.2898275838884388,0
agvtool,118912,11,12,1,0,2.2272005164485176,0
fold,101808,8,24,1,0,3.021809329639378,0
sh,101232,8,10,1,0,2.981718758023055,0
sha384,136576,11,62,1,0,2.9360655195524914,0
md5sum,136576,11,62,1,0,2.9360655195524914,0
headerdoc2html,118848,11,13,1,0,2.2898275838884388,0
nc,171040,12,75,1,0,2.4865612613326546,0
b64decode,136480,11,62,1,0,2.9225120058716243,0
unpack200,135664,13,35,1,0,3.0445782033512967,0
chmod,120784,10,70,1,0,2.8851396817060984,0
macoserror,101248,7,10,1,0,3.2664187150137995,0
ls,154624,11,90,1,0,2.8889617915212598,0
hidutil,172496,21,74,1,0,2.628412196282759,0
expand,101616,8,20,1,0,3.086044506902054,0
atq,170832,11,94,1,0,3.0670102606370677,0
ctags,118848,11,13,1,0,2.2898275838884388,0
mg,403680,12,132,1,0,2.9818646736485825,0
ld,118848,11,13,1,0,2.2898275838884388,0
xcodebuild,118912,11,12,1,0,2.2272005164485176,0
snmpbulkwalk,135680,8,34,1,0,2.6813161127698466,0
passwd,139840,11,97,1,0,2.7190896557657678,0
shortcuts,386304,37,321,1,0,3.2582203087807122,0
pgrep,138240,10,76,1,0,2.8530207890654484,0
jconsole,135664,13,35,1,0,3.0445782033512967,0
c99,118848,11,13,1,0,2.2898275838884388,0
tccutil,136880,13,34,1,0,2.7325298286782638,0
derq,137456,15,64,1,0,2.671874888453721,0
expect,101840,6,19,1,0,3.0618931660574176,0
mnthome,136160,10,45,1,0,2.5407165747739047,0
kinit,199888,10,172,9,0,2.937208388129391,0
gcore,309376,11,176,1,0,2.922406069847483,0
thermal,137824,10,67,1,0,3.1609612267276237,0
jcontrol,135664,13,35,1,0,3.0445782033512967,0
sc_usage,169568,9,64,1,0,3.102703974258473,0
java,135664,13,35,1,0,3.0445782033512967,0
ping,170624,12,67,1,0,2.556869847624054,0
logger,118144,8,20,1,0,3.3322248255000853,0
ictool,118912,11,12,1,0,2.2272005164485176,0
dsimport,224256,24,126,1,0,3.060524220214411,0
python3,118848,11,13,1,0,2.2898275838884388,0
rm,119216,9,45,1,0,3.096261438942542,0
sandbox-exec,102560,6,34,1,0,3.329802005547266,0
xcode-select,119104,7,34,1,0,3.1265816468021113,0
uncompress,135296,9,37,1,0,3.040322326759519,0
encode_keychange,136304,10,44,1,0,2.3513805208691556,0
hostname,101184,7,11,1,0,3.3221218823284495,0
mpioutil,323424,26,102,1,0,2.8882124022921536,0
unifdefall,118848,11,13,1,0,2.2898275838884388,0
SplitForks,118848,11,13,1,0,2.2898275838884388,0
pr,135664,10,44,1,0,2.828892548469475,0
SafeEjectGPU,136048,15,33,1,0,2.740208973767612,0
genstrings,118912,11,12,1,0,2.2272005164485176,0
atos,229200,26,174,1,0,2.9006867056399526,0
batch,170832,11,94,1,0,3.0670102606370677,0
ppdhtml,291344,12,72,1,0,3.491804371107356,0
perl,101840,8,20,2,0,2.7186878702235924,0
dsmemberutil,102384,8,30,1,0,3.178269325535884,0
tset,136256,9,56,1,0,3.070732257684204,0
afscexpand,564800,12,59,1,0,3.6016986957345494,0
db_stat,2058976,12,130,1,0,3.1819631577777447,0
snmpdelta,137008,9,55,1,0,2.4945027473850576,0
nscurl,257936,26,106,1,0,3.3911117931285455,0
split,134816,9,27,1,0,2.9728745062154065,0
pip3,118848,11,13,1,0,2.2898275838884388,0
mkdir,101472,8,18,1,0,3.046605694463817,0
view,5469856,18,251,1,0,3.3014404217842253,0
kswitch,235856,11,139,12,0,2.829799393464215,0
jhsdb,135664,13,35,1,0,3.0445782033512967,0
link,102080,9,30,1,0,3.0297519865725713,0
ldapcompare,754592,15,249,1,0,3.028634502456598,0
ppdi,291568,12,75,1,0,3.505362814449429,0
xcrun,117392,6,3,1,0,2.3560527338153947,0
chflags,101648,8,21,1,0,3.0777220205012936,0
modelmanagerdump,161968,20,78,1,0,2.494112091807284,0
tsort,101872,8,25,1,0,3.090840559013179,0
system-override,345728,27,131,1,0,2.9875558294884192,0
trimforce,137200,20,59,1,0,2.7468696664249355,0
launchctl,362736,18,222,1,0,2.339216141377045,0
applesingle,169216,9,50,1,0,2.6664534138191374,0
printf,102000,9,27,1,0,3.0598823639168695,0
dserr,100944,6,5,1,0,3.5855605487658373,0
whoami,102192,8,32,1,0,3.189986683646492,0
snmpusm,153648,10,59,1,0,2.457447260362687,0
ncctl,135248,8,32,1,0,2.815219524125839,0
bioutil,325472,23,69,1,0,2.8532575600514556,0
kill,101584,7,19,1,0,3.5486331265390936,0
rvim,5469856,18,251,1,0,3.3014404217842253,0
update_mcdp29xx,96784,11,73,1,0,2.7293914455204327,0
dscl,441152,28,156,1,0,3.045863153008011,0
bputil,196896,19,142,1,0,3.25499888060615,0
rsync,102224,9,27,1,0,2.7173109934173283,0
fstyp_msdos,101552,9,17,1,0,2.3328325469619915,0
latency,169248,9,56,1,0,3.139088555007085,0
agentxtrap,120944,9,63,1,0,2.7208166622387444,0
ResMerger,118848,11,13,1,0,2.2898275838884388,0
realpath,101072,7,8,1,0,3.2986659732259556,0
fgrep,153824,11,76,1,0,2.7644357185769803,0
xip,137008,15,43,1,0,3.0960573281093735,0
pcsctest,101776,6,19,1,0,3.1172276092118545,0
klist,235856,11,139,12,0,2.829799393464215,0
security,661696,31,643,1,0,3.3619184498931136,0
brctl,543712,31,326,1,0,3.391291265081903,0
mandoc,1087728,10,145,281,0,3.449478670360771,0
yacc,118848,11,13,1,0,2.2898275838884388,0
systemextensionsctl,176096,28,115,1,0,2.937230780913055,0
ruby,135200,8,26,4,0,2.936058360496048,0
ar,118848,11,13,1,0,2.2898275838884388,0
dynamic_pager,102320,8,24,1,0,3.015697103838642,0
snmpstatus,135856,7,31,1,0,3.018075616837432,0
dist_package_tool,1646560,39,860,1,0,3.5137519532627413,0
AssetCacheLocatorUtil,171888,24,74,1,0,3.001077456140218,0
ldapwhoami,754544,15,249,1,0,3.0287787813685094,0
dmc,136752,9,44,1,0,3.0312698399397893,0
delv,3977616,13,198,1,0,3.5929304551666634,0
syslog,191216,9,138,1,0,3.287949549567145,0
route,153472,10,67,1,0,2.7606877200928186,0
zip,422368,12,94,1,0,3.1180788818513823,0
parl,12998384,11,42,16,0,3.114819781112032,0
kpasswd,174912,9,63,7,0,3.1322418627555573,0
tidy,120736,9,62,1,0,2.966966156818709,0
compress,135296,9,37,1,0,3.040322326759519,0
zipinfo,436976,11,102,103,0,3.189565343991516,0
sips,489328,26,364,1,0,3.331643166419492,0
uux,274512,12,107,1,0,2.85740837483393,0
cmpdylib,118848,11,13,1,0,2.2898275838884388,0
codesign_allocate,118848,11,13,1,0,2.2898275838884388,0
mount_nfs,204288,12,89,1,0,2.4791461988275505,0
zprint,170320,13,52,1,0,2.6692576909866768,0
ranlib,118848,11,13,1,0,2.2898275838884388,0
quota,135200,9,33,1,0,2.606302643259654,0
xmllint,212512,9,201,1,0,3.0156549143181355,0
hdid,100848,5,3,1,0,3.2730896321121543,0
sample,174832,26,103,1,0,2.7834539033365164,0
pkill,138240,10,76,1,0,2.8530207890654484,0
profiles,434160,27,256,1,0,2.9617303736899276,0
atrm,170832,11,94,1,0,3.0670102606370677,0
orbd,135664,13,35,1,0,3.0445782033512967,0
tailspin,212512,19,157,1,0,2.873580996953841,0
usdzip,916624,10,152,10,0,4.084505092489527,0
objdump,118848,11,13,1,0,2.2898275838884388,0
zipsplit,238480,12,59,1,0,2.8423116689842676,0
umount,119472,8,46,1,0,2.6715134044287216,0
mailx,270880,12,115,1,0,2.8662908663296354,0
mount_devfs,117712,7,10,1,0,2.781859819064504,0
lsappinfo,1315872,22,747,1,0,3.0634012553970917,0
newgrp,102592,8,41,1,0,3.1005909584537816,0
host,3962608,13,200,1,0,3.5649215622222865,0
captoinfo,221392,11,109,1,0,2.902970702546939,0
jstatd,135664,13,35,1,0,3.0445782033512967,0
fsck_cs,342080,15,158,1,0,3.189461744453823,0
uptime,136640,11,60,1,0,2.4349464583034095,0
modelcatalogdump,249440,24,241,2,0,2.9541347434002816,0
timesyncanalyse,501440,23,71,1,0,3.7426610287064754,0
whois,135328,9,37,1,0,3.1600247729530935,0
llvm-gcc,118848,11,13,1,0,2.2898275838884388,0
dsymutil,118848,11,13,1,0,2.2898275838884388,0
awk,318912,11,85,1,0,3.1122777825311703,0
IOSDebug,170336,22,52,1,0,2.6824308149608105,0
tbtdiagnose,171456,23,59,1,0,2.869025900521058,0
sfltool,246272,30,169,1,0,3.0234256499215912,0
snmpgetnext,102336,6,27,1,0,3.359361474588061,0
mdfind,137056,20,51,1,0,2.67380940541282,0
ssh-keygen,850912,13,343,1,0,3.162299543105642,0
DeRez,118848,11,13,1,0,2.2898275838884388,0
patch,220624,11,99,1,0,2.878975976623236,0
odutil,268496,21,139,1,0,2.6910359112008804,0
fs_usage,188608,11,86,1,0,2.692255684200056,0
wall,119840,8,59,1,0,3.0032637482187363,0
taskinfo,190160,10,97,1,0,3.1519105201905377,0
bsdtar,195760,9,180,1,0,3.3618939989201917,0
machine,121216,11,73,1,0,2.8799701500650503,0
zsh,1344816,12,191,1058,0,2.9961775523257654,0
dddiagnose,1769696,36,836,1,0,3.4656845153883373,0
sha512sum,136576,11,62,1,0,2.9360655195524914,0
ldapsearch,823904,15,285,1,0,3.1037173060851275,0
tnameserv,135664,13,35,1,0,3.0445782033512967,0
gzcat,194992,11,104,2,0,3.0444454246039725,0
lpq,119280,7,40,1,0,3.254499077633858,0
afinfo,226288,18,156,1,0,3.1266362061503594,0
lockf,118672,9,33,1,0,2.8647010818458947,0
ldapmodify,787728,15,250,1,0,3.0338879859643257,0
pax,304688,11,135,1,0,3.0717409016627215,0
du,135408,10,39,1,0,2.7762660806934747,0
more,368496,11,85,1,0,3.210164084627786,0
shazam,1062976,28,619,1,0,3.4862763569683812,0
printenv,101088,7,9,1,0,3.235171622947615,0
zfgrep,153824,11,76,1,0,2.7644357185769803,0
test,101456,8,16,1,0,3.135322677374519,0
sha384sum,136576,11,62,1,0,2.9360655195524914,0
sdef,118912,11,12,1,0,2.2272005164485176,0
rmid,135664,13,35,1,0,3.0445782033512967,0
uuname,172048,11,67,1,0,2.811598752334792,0
sntp,120032,9,44,1,0,3.055157422495665,0
date,135296,10,35,1,0,2.9983653687074026,0
tiff2icns,135488,12,28,1,0,3.135649713676312,0
cat,119040,8,41,1,0,3.1774385670863436,0
nettop,212576,11,189,1,0,2.568013607548533,0
pkgbuild,257056,23,112,1,0,3.351289509087244,0
db_printlog,2126224,12,131,1,0,3.1955221497849973,0
snmpbulkget,118928,8,28,1,0,2.6514336793489686,0
usdtree,978496,10,206,2,0,4.123689270519177,0
w,136624,11,60,1,0,2.4349464583034095,0
dwarfdump,118848,11,13,1,0,2.2898275838884388,0
afplay,173664,15,94,1,0,3.398242258103925,0
top,241200,12,138,1,0,2.8896697678721566,0
launchd,1129728,29,534,1,0,2.749472370621295,0
sed,170320,11,80,1,0,2.6564171435675736,0
xml2man,118848,11,13,1,0,2.2898275838884388,0
jq,1376384,13,122,1,0,3.045373670370592,0
xcsdiagnose,118912,11,12,1,0,2.2272005164485176,0
aea,221504,8,83,1,0,3.4298232880167845,0
yes,100928,7,5,1,0,3.0251667640425213,0
nsupdate,3928352,13,206,1,0,3.559882822145165,0
make,118848,11,13,1,0,2.2898275838884388,0
ocspcheck,126352,7,105,18,0,3.1564462833249314,0
shutdown,137552,9,77,1,0,2.9867798204956433,0
chpass,140320,11,113,1,0,3.0423539036089378,0
vtool,118848,11,13,1,0,2.2898275838884388,0
pwpolicy,175680,13,141,1,0,2.6861091341345498,0
dig,3995568,13,204,1,0,3.5601175326585723,0
sqlite3,4312112,15,261,1,0,3.3422437693302145,0
trace,509024,29,340,1,0,3.071512614454222,0
nice,101472,7,17,1,0,3.4343318592147076,0
afhash,136000,11,38,1,0,3.222212532755972,0
nm,118848,11,13,1,0,2.2898275838884388,0
nologin,100992,6,6,1,0,3.5186967848353627,0
lp,119424,7,42,1,0,3.066514470827205,0
jshell,135664,13,35,1,0,3.0445782033512967,0
mktemp,101744,8,23,1,0,3.180158285264402,0
pfctl,484640,12,103,1,0,3.1085908660295245,0
snmpinform,135792,8,36,1,0,2.6565221405414086,0
ibtool,118912,11,12,1,0,2.2272005164485176,0
mount,171792,18,90,1,0,2.7909943933613715,0
ps,170864,11,77,1,0,2.9606247085504767,0
cp,136928,10,70,1,0,2.6861494184099675,0
dc,350352,11,52,1,0,3.3131324639469697,0
jpackage,135664,13,35,1,0,3.0445782033512967,0
compression_tool,118976,8,30,1,0,3.2392550220951617,0
networkQuality,255664,26,75,1,0,3.1361469907461976,0
afclip,171232,14,65,1,0,3.1168158390990115,0
codesign,394768,22,373,2,0,3.2823697887425314,0
last,119424,8,46,1,0,3.2544702635799374,0
plutil,276832,26,101,1,0,3.286166856381109,0
avbanalyse,567072,23,68,1,0,3.7549893021684366,0
db_upgrade,2058992,12,131,1,0,3.186326876812529,0
uuidgen,134112,7,12,1,0,3.517608316870507,0
dyld_info,118848,11,13,1,0,2.2898275838884388,0
xctrace,118912,11,12,1,0,2.2272005164485176,0
ed,202576,10,66,1,0,2.9572508877092956,0
mklocale,168480,10,42,1,0,2.7913319575658115,0
ncal,135776,10,46,1,0,3.049071661575145,0
parldyn5.34,170704,11,65,18,0,2.8998213402873945,0
nl,135216,9,35,1,0,2.9098599073564113,0
sha224sum,136576,11,62,1,0,2.9360655195524914,0
automator,171440,26,64,1,0,2.9181151867572415,0
bzfgrep,153824,11,76,1,0,2.7644357185769803,0
units,135760,10,46,1,0,2.8444735879291807,0
db_deadlock,2059056,12,132,1,0,3.1841897053476678,0
ppdpo,291264,12,70,1,0,3.489097526852282,0
snmpset,102320,7,28,1,0,2.9421369419871297,0
zcat,194992,11,104,2,0,3.0444454246039725,0
rmiregistry,135664,13,35,1,0,3.0445782033512967,0
tput,119440,8,49,1,0,2.857437932011888,0
ppdc,291936,12,83,1,0,3.505673784904351,0
gcc,118848,11,13,1,0,2.2898275838884388,0
chgrp,118576,9,30,1,0,2.8576547637374605,0
db_hotbackup,2059200,12,133,1,0,3.184048881678469,0
mount_lifs,135392,9,34,1,0,3.1902105825555,0
fmt,134896,9,27,1,0,2.739864621917697,0
mount_afp,134960,7,24,1,0,3.0796050576254017,0
snmptable,136592,9,50,1,0,2.5243028606616122,0
lessecho,117760,9,11,1,0,2.7711362921649516,0
users,119616,8,33,1,0,3.824052697039415,0
swiftc,118848,11,13,1,0,2.2898275838884388,0
ssh,1474224,18,465,1,0,3.186357977275179,0
quotacheck,135888,10,47,1,0,2.5316277110388326,0
nfsstat,204064,15,70,1,0,2.84548606913146,0
leaks,517104,29,281,1,0,3.383047075241492,0
layerutil,2069808,42,713,1,0,3.304882149858177,0
flex,118848,11,13,1,0,2.2898275838884388,0
xsltproc,137664,9,65,1,0,2.5377139590599764,0
whereis,102512,8,39,1,0,3.249301269961032,0
slogin,1474224,18,465,1,0,3.186357977275179,0
hostinfo,101536,7,15,1,0,3.2602140471946193,0
cpuctl,101520,7,16,1,0,3.530713147179618,0
gperf,118848,11,13,1,0,2.2898275838884388,0
localedef,203440,12,76,1,0,3.0088098121749467,0
dscacheutil,137680,14,72,1,0,2.991772360686298,0
tabs,101456,8,17,1,0,3.171988320090634,0
heap,312464,29,188,1,0,3.1783139168922356,0
ldapmodrdn,754544,15,248,1,0,3.026562404093783,0
afconvert,361648,19,183,1,0,3.218649184615179,0
env,102368,8,36,1,0,3.240945001696148,0
ifconfig,253024,12,81,1,0,2.8240959000112937,0
cal,135776,10,46,1,0,3.0476145113587187,0
ipcs,118240,8,25,1,0,2.9562179816093126,0
automationmodetool,136432,13,31,1,0,3.088504417429946,0
fstyp_hfs,101440,9,15,1,0,2.7029032504925046,0
g++,118848,11,13,1,0,2.2898275838884388,0
javap,135664,13,35,1,0,3.0445782033512967,0
gcov,118848,11,13,1,0,2.2898275838884388,0
assetutil,3696944,43,732,1,0,3.3874112525207205,0
which,101456,8,17,1,0,3.0202450565249306,0
serialver,135664,13,35,1,0,3.0445782033512967,0
db_archive,2058992,12,131,1,0,3.1841082674801826,0
echo,101184,7,11,1,0,3.4353382005760857,0
sha256sum,136576,11,62,1,0,2.9360655195524914,0
ping6,204272,11,80,1,0,2.7731131231854538,0
write,119184,7,45,1,0,3.693591577926248,0
xcscontrol,118912,11,12,1,0,2.2272005164485176,0
usdrecord,1242512,11,179,14,0,3.7512798070700395,0
atsutil,138096,16,66,1,0,2.7724005970652295,0
tar,195760,9,180,1,0,3.3618939989201917,0
truncate,101392,7,16,1,0,3.5454545172344347,0
kextutil,268640,21,263,1,0,2.88748739440016,0
mig,118848,11,13,1,0,2.2898275838884388,0
tftp,170608,12,83,1,0,2.6972796201114373,0
jimage,135664,13,35,1,0,3.0445782033512967,0
usbdiagnose,550320,24,77,1,0,3.2509083556041696,0
disklabel,137296,9,68,1,0,2.848059209440102,0
showmount,136560,8,49,1,0,2.815937251817858,0
CalculatorWidget,180640,24,219,2,0,2.8457676607810956,0
Calculator,2916144,36,1876,1,0,3.6533932660115576,0
